ability_score_bonuses,class,class_specific,features,index,level,prof_bonus,spellcasting,subclass,subclass_specific,url
4,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:7 mystic_arcanum_level_6:1 mystic_arcanum_level_7:1 mystic_arcanum_level_8:1 mystic_arcanum_level_9:0]},[0x1400015fc00],warlock-16,16,5,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:3 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:13]},,,/api/classes/warlock/levels/16
4,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:7 mystic_arcanum_level_6:1 mystic_arcanum_level_7:1 mystic_arcanum_level_8:1 mystic_arcanum_level_9:1]},[0x1400015fd80],warlock-17,17,6,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:4 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:14]},,,/api/classes/warlock/levels/17
4,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:8 mystic_arcanum_level_6:1 mystic_arcanum_level_7:1 mystic_arcanum_level_8:1 mystic_arcanum_level_9:1]},[],warlock-18,18,6,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:4 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:14]},,,/api/classes/warlock/levels/18
5,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:8 mystic_arcanum_level_6:1 mystic_arcanum_level_7:1 mystic_arcanum_level_8:1 mystic_arcanum_level_9:1]},[0x1400017c080],warlock-19,19,6,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:4 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:15]},,,/api/classes/warlock/levels/19
5,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:8 mystic_arcanum_level_6:1 mystic_arcanum_level_7:1 mystic_arcanum_level_8:1 mystic_arcanum_level_9:1]},[0x1400017c1e0],warlock-20,20,6,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:4 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:15]},,,/api/classes/warlock/levels/20
0,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:1]},[0x1400017c360 0x1400017c3a0],wizard-1,1,2,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:2 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/1
0,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:1]},[0x1400017c520],wizard-2,2,2,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:3 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/2
0,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:2]},[],wizard-3,3,2,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:4 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/3
1,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:2]},[0x1400017c760],wizard-4,4,2,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/4
1,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:3]},[],wizard-5,5,3,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/5
1,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:3]},[],wizard-6,6,3,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/6
1,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:4]},[],wizard-7,7,3,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:1 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/7
2,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:4]},[0x1400017cb60],wizard-8,8,3,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:2 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/8
2,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:5]},[],wizard-9,9,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:1 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/9
2,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:5]},[],wizard-10,10,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/10
2,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:6]},[],wizard-11,11,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/11
3,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:6]},[0x1400017cfa0],wizard-12,12,4,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/12
3,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:7]},[],wizard-13,13,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/13
3,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:7]},[],wizard-14,14,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:0 spell_slots_level_9:0]},,,/api/classes/wizard/levels/14
3,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:8]},[],wizard-15,15,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:0]},,,/api/classes/wizard/levels/15
4,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:8]},[0x1400017d420],wizard-16,16,5,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:0]},,,/api/classes/wizard/levels/16
4,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:9]},[],wizard-17,17,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/wizard/levels/17
4,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:9]},[0x1400017d640],wizard-18,18,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/wizard/levels/18
5,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:10]},[0x1400017d780],wizard-19,19,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:2 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/wizard/levels/19
5,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},&{[arcane_recovery_levels] map[arcane_recovery_levels:10]},[0x1400017d8e0],wizard-20,20,6,&{[cantrips_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:2 spell_slots_level_7:2 spell_slots_level_8:1 spell_slots_level_9:1]},,,/api/classes/wizard/levels/20
,&{[index name url] map[index:barbarian name:Barbarian url:/api/classes/barbarian]},,[0x1400017d9e0],berserker-3,3,,,&{[index name url] map[index:berserker name:Berserker url:/api/subclasses/berserker]},,/api/subclasses/berserker/levels/3
,&{[index name url] map[index:barbarian name:Barbarian url:/api/classes/barbarian]},,[0x1400017db20],berserker-6,6,,,&{[index name url] map[index:berserker name:Berserker url:/api/subclasses/berserker]},,/api/subclasses/berserker/levels/6
,&{[index name url] map[index:barbarian name:Barbarian url:/api/classes/barbarian]},,[0x1400017dc40],berserker-10,10,,,&{[index name url] map[index:berserker name:Berserker url:/api/subclasses/berserker]},,/api/subclasses/berserker/levels/10
,&{[index name url] map[index:barbarian name:Barbarian url:/api/classes/barbarian]},,[0x1400017dd80],berserker-14,14,,,&{[index name url] map[index:berserker name:Berserker url:/api/subclasses/berserker]},,/api/subclasses/berserker/levels/14
,&{[index name url] map[index:bard name:Bard url:/api/classes/bard]},,[0x1400017dec0 0x1400017df00],lore-3,3,,,&{[index name url] map[index:lore name:Lore url:/api/subclasses/lore]},&{[additional_magical_secrets_max_lvl] map[additional_magical_secrets_max_lvl:0]},/api/subclasses/lore/levels/3
,&{[index name url] map[index:bard name:Bard url:/api/classes/bard]},,[0x1400019a120],lore-6,6,,,&{[index name url] map[index:lore name:Lore url:/api/subclasses/lore]},&{[additional_magical_secrets_max_lvl] map[additional_magical_secrets_max_lvl:3]},/api/subclasses/lore/levels/6
,&{[index name url] map[index:bard name:Bard url:/api/classes/bard]},,[0x1400019a240],lore-14,14,,,&{[index name url] map[index:lore name:Lore url:/api/subclasses/lore]},&{[additional_magical_secrets_max_lvl] map[additional_magical_secrets_max_lvl:3]},/api/subclasses/lore/levels/14
,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},,[0x1400019a3a0 0x1400019a3e0],life-1,1,,,&{[index name url] map[index:life name:Life url:/api/subclasses/life]},,/api/subclasses/life/levels/1
,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},,[0x1400019a540],life-2,2,,,&{[index name url] map[index:life name:Life url:/api/subclasses/life]},,/api/subclasses/life/levels/2
,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},,[0x1400019a660],life-6,6,,,&{[index name url] map[index:life name:Life url:/api/subclasses/life]},,/api/subclasses/life/levels/6
,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},,[0x1400019a760],life-8,8,,,&{[index name url] map[index:life name:Life url:/api/subclasses/life]},,/api/subclasses/life/levels/8
,&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},,[0x1400019a880],life-17,17,,,&{[index name url] map[index:life name:Life url:/api/subclasses/life]},,/api/subclasses/life/levels/17
,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},,[0x1400019a980 0x1400019a9c0],land-2,2,,,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},,/api/subclasses/land/levels/2
,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},,[0x1400019ab00],land-6,6,,,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},,/api/subclasses/land/levels/6
,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},,[0x1400019ac00],land-10,10,,,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},,/api/subclasses/land/levels/10
,&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},,[0x1400019ad00],land-14,14,,,&{[index name url] map[index:land name:Land url:/api/subclasses/land]},,/api/subclasses/land/levels/14
,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},,[0x1400019ae20],champion-3,3,,,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},,/api/subclasses/champion/levels/3
,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},,[0x1400019af40],champion-7,7,,,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},,/api/subclasses/champion/levels/7
,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},,[0x1400019b060],champion-10,10,,,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},,/api/subclasses/champion/levels/10
,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},,[0x1400019b180],champion-15,15,,,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},,/api/subclasses/champion/levels/15
,&{[index name url] map[index:fighter name:Fighter url:/api/classes/fighter]},,[0x1400019b2a0],champion-18,18,,,&{[index name url] map[index:champion name:Champion url:/api/subclasses/champion]},,/api/subclasses/champion/levels/18
,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},,[0x1400019b3a0],open-hand-3,3,,,&{[index name url] map[index:open-hand name:Open Hand url:/api/subclasses/open-hand]},,/api/subclasses/open-hand/levels/3
,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},,[0x1400019b4c0],open-hand-6,6,,,&{[index name url] map[index:open-hand name:Open Hand url:/api/subclasses/open-hand]},,/api/subclasses/open-hand/levels/6
,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},,[0x1400019b5c0],open-hand-11,11,,,&{[index name url] map[index:open-hand name:Open Hand url:/api/subclasses/open-hand]},,/api/subclasses/open-hand/levels/11
,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},,[0x1400019b6e0],open-hand-17,17,,,&{[index name url] map[index:open-hand name:Open Hand url:/api/subclasses/open-hand]},,/api/subclasses/open-hand/levels/17
,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},,[0x1400019b820 0x1400019b860],devotion-3,3,,,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},,/api/subclasses/devotion/levels/3
,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},,[0x1400019b9a0],devotion-7,7,,,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},&{[aura_range] map[aura_range:10]},/api/subclasses/devotion/levels/7
,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},,[0x1400019bae0],devotion-15,15,,,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},&{[aura_range] map[aura_range:10]},/api/subclasses/devotion/levels/15
,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},,[],devotion-18,18,,,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},&{[aura_range] map[aura_range:30]},/api/subclasses/devotion/levels/18
,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},,[0x1400019bd40],devotion-20,20,,,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},&{[aura_range] map[aura_range:30]},/api/subclasses/devotion/levels/20
,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},,[0x1400019bea0],hunter-3,3,,,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},,/api/subclasses/hunter/levels/3
,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},,[0x140001c6060],hunter-7,7,,,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},,/api/subclasses/hunter/levels/7
,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},,[0x140001c61a0],hunter-11,11,,,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},,/api/subclasses/hunter/levels/11
,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},,[0x140001c62c0],hunter-15,15,,,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},,/api/subclasses/hunter/levels/15
,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},,[0x140001c6400 0x140001c6440],thief-3,3,,,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},,/api/subclasses/thief/levels/3
,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},,[0x140001c65a0],thief-9,9,,,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},,/api/subclasses/thief/levels/9
,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},,[0x140001c66a0],thief-13,13,,,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},,/api/subclasses/thief/levels/13
,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},,[0x140001c67c0],thief-17,17,,,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},,/api/subclasses/thief/levels/17
,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},,[0x140001c68c0 0x140001c6900],draconic-1,1,,,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},,/api/subclasses/draconic/levels/1
,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},,[0x140001c6a60],draconic-6,6,,,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},,/api/subclasses/draconic/levels/6
,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},,[0x140001c6b80],draconic-14,14,,,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},,/api/subclasses/draconic/levels/14
,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},,[0x140001c6c80],draconic-18,18,,,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},,/api/subclasses/draconic/levels/18
,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},,[0x140001c6da0],fiend-1,1,,,&{[index name url] map[index:fiend name:Fiend url:/api/subclasses/fiend]},,/api/subclasses/fiend/levels/1
,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},,[0x140001c6ea0],fiend-6,6,,,&{[index name url] map[index:fiend name:Fiend url:/api/subclasses/fiend]},,/api/subclasses/fiend/levels/6
,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},,[0x140001c6fc0],fiend-10,10,,,&{[index name url] map[index:fiend name:Fiend url:/api/subclasses/fiend]},,/api/subclasses/fiend/levels/10
,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},,[0x140001c70e0],fiend-14,14,,,&{[index name url] map[index:fiend name:Fiend url:/api/subclasses/fiend]},,/api/subclasses/fiend/levels/14
,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},,[0x140001c7200 0x140001c7240],evocation-2,2,,,&{[index name url] map[index:evocation name:Evocation url:/api/subclasses/evocation]},,/api/subclasses/evocation/levels/2
,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},,[0x140001c7360],evocation-6,6,,,&{[index name url] map[index:evocation name:Evocation url:/api/subclasses/evocation]},,/api/subclasses/evocation/levels/6
,&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},,[0x140001c7460],evocation-10,10,,,&{[index name url] map[index:evocation name:Evocation url:/api/subclasses/evocation]},,/api/subclasses/evocation/levels/10
