class,desc,feature_specific,index,level,name,parent,prerequisites,reference,subclass,url
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[Each domain has a list of spells--its domain spells--that you gain at the cleric levels noted in the domain description. Once you gain a domain spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you have a domain spell that doesn't appear on the cleric spell list, the spell is nonetheless a cleric spell for you.]",,domain-spells-5,9,Domain Spells,,[],,,/api/features/domain-spells-5
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[Beginning at 10th level, you can call on your deity to intervene on your behalf when your need is great. Imploring your deity's aid requires you to use your action. Describe the assistance you seek, and roll percentile dice. If you roll a number equal to or lower than your cleric level, your deity intervenes. The GM chooses the nature of the intervention; the effect of any cleric spell or cleric domain spell would be appropriate. If your deity intervenes, you can't use this feature again for 7 days. Otherwise, you can use it again after you finish a long rest. At 20th level, your call for intervention succeeds automatically, no roll required.]",,divine-intervention,10,Divine Intervention,,[],,,/api/features/divine-intervention
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[Starting at 5th level, when an undead fails its saving throw against your Turn Undead feature, the creature is instantly destroyed if its challenge rating is at or below a certain threshold.]",,destroy-undead-cr-2-or-below,11,Destroy Undead (CR 2 or below),,[],,,/api/features/destroy-undead-cr-2-or-below
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,cleric-ability-score-improvement-3,12,Ability Score Improvement,,[],,,/api/features/cleric-ability-score-improvement-3
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[Starting at 5th level, when an undead fails its saving throw against your Turn Undead feature, the creature is instantly destroyed if its challenge rating is at or below a certain threshold.]",,destroy-undead-cr-3-or-below,14,Destroy Undead (CR 3 or below),,[],,,/api/features/destroy-undead-cr-3-or-below
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,cleric-ability-score-improvement-4,16,Ability Score Improvement,,[],,,/api/features/cleric-ability-score-improvement-4
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[Starting at 5th level, when an undead fails its saving throw against your Turn Undead feature, the creature is instantly destroyed if its challenge rating is at or below a certain threshold.]",,destroy-undead-cr-4-or-below,17,Destroy Undead (CR 4 or below),,[],,,/api/features/destroy-undead-cr-4-or-below
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[Starting at 17th level, when you would normally roll one or more dice to restore hit points with a spell, you instead use the highest number possible for each die. For example, instead of restoring 2d6 hit points to a creature, you restore 12.]",,supreme-healing,17,Supreme Healing,,[],,,/api/features/supreme-healing
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[Beginning at 6th level, you can use your Channel Divinity twice between rests, and beginning at 18th level, you can use it three times between rests. When you finish a short or long rest, you regain your expended uses.]",,channel-divinity-3-rest,18,Channel Divinity (3/rest),,[],,,/api/features/channel-divinity-3-rest
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,cleric-ability-score-improvement-5,19,Ability Score Improvement,,[],,,/api/features/cleric-ability-score-improvement-5
&{[index name url] map[index:cleric name:Cleric url:/api/classes/cleric]},"[At 20th level, your call for intervention succeeds automatically, no roll required.]",,divine-intervention-improvement,20,Divine Intervention Improvement,,[],,,/api/features/divine-intervention-improvement
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Drawing on the divine essence of nature itself, you can cast spells to shape that essence to your will.]",,spellcasting-druid,1,Spellcasting: Druid,,[],/api/classes/druid/spellcasting,,/api/features/spellcasting-druid
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[You know Druidic, the secret language of druids. You can speak the language and use it to leave hidden messages. You and others who know this language automatically spot such a message. Others spot the message's presence with a successful DC 15 Wisdom (Perception) check but can't decipher it without magic.]",,druidic,1,Druidic,,[],,,/api/features/druidic
&{[index name url] map[index:druid name:Druid url:/api/classes/druid]},"[Starting at 2nd level, you can use your action to magically assume the shape of a beast that you have seen before. You can use this feature twice. You regain expended uses when you finish a short or long rest. Your druid level determines the beasts you can transform into, as shown in the Beast Shapes table. At 2nd level, for example, you can transform into any beast that has a challenge rating of 1/4 or lower that doesn't have a flying or swimming speed. You can stay in a beast shape for a number of hours equal to half your druid level (rounded down). You then revert to your normal form unless you expend another use of this feature. You can revert to your normal form earlier by using a bonus action on your turn. You automatically revert if you fall unconscious, drop to 0 hit points, or die. While you are transformed, the following rules apply: - Your game statistics are replaced by the statistics of the beast, but you retain your alignment, personality, and Intelligence, Wisdom, and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus in its stat block is higher than yours, use the creature's bonus instead of yours. If the creature has any legendary or lair actions, you can't use them. - When you transform, you assume the beast's hit points and Hit Dice. When you revert to your normal form, you return to the number of hit points you had before you transformed. However, if you revert as a result of dropping to 0 hit points, any excess damage carries over to your normal form. For example, if you take 10 damage in animal form and have only 1 hit point left, you revert and take 9 damage. As long as the excess damage doesn't reduce your normal form to 0 hit points, you aren't knocked unconscious. - You can't cast spells, and your ability to speak or take any action that requires hands is limited to the capabilities of your beast form. Transforming doesn't break your concentration on a spell you've already cast, however, or prevent you from taking actions that are part of a spell, such as call lightning, that you've already cast. - You retain the benefit of any features from your class, race, or other source and can use them if the new form is physically capable of doing so. However, you can't use any of your special senses, such as darkvision, unless your new form also has that sense. - You choose whether your equipment falls to the ground in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the GM decides whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with it. Equipment that merges with the form has no effect until you leave the form.]",,wild-shape-cr-1-4-or-below-no-flying-or-swim-speed,2,"Wild Shape (CR 1/4 or below, no flying or swim speed)",,[],,,/api/features/wild-shape-cr-1-4-or-below-no-flying-or-swim-speed
