actions,alignment,armor_class,challenge_rating,charisma,condition_immunities,constitution,damage_immunities,damage_resistances,damage_vulnerabilities,desc,dexterity,forms,hit_dice,hit_points,hit_points_roll,image,index,intelligence,languages,legendary_actions,name,proficiencies,proficiency_bonus,reactions,senses,size,special_abilities,speed,strength,subtype,type,url,wisdom,xp
[0x1400095f880 0x1400095f900 0x1400095fa80],lawful good,[0x1400095ee80],16,25,[0x1400095f140 0x1400095f180 0x1400095f1e0],24,[],"[radiant bludgeoning, piercing, and slashing from nonmagical weapons]",[],,20,,16d10,200,16d10+112,,planetar,19,"all, telepathy 120 ft.",,Planetar,[0x1400095ef00 0x1400095ef80 0x1400095f020 0x1400095f0a0],5,,&{[truesight passive_perception] map[passive_perception:21 truesight:120 ft.]},Large,[0x1400095f260 0x1400095f2a0 0x1400095f300 0x1400095f840],&{[walk fly] map[fly:120 ft. walk:40 ft.]},24,,celestial,/api/monsters/planetar,22,15000
[0x1400095fd40],unaligned,[0x1400095fb40],2,5,[],16,[],[],[],,15,,8d10,68,8d10+24,,plesiosaurus,2,,,Plesiosaurus,[0x1400095fbc0 0x1400095fc40],2,,&{[passive_perception] map[passive_perception:13]},Large,[0x1400095fd00],&{[walk swim] map[swim:40 ft. walk:20 ft.]},18,,beast,/api/monsters/plesiosaurus,12,450
[0x1400095ff00],unaligned,[0x1400095fe40],0.125000,3,[],11,[],[],[],,16,,1d4,2,1d4,,poisonous-snake,1,,,Poisonous Snake,[],2,,&{[blindsight passive_perception] map[blindsight:10 ft. passive_perception:10]},Tiny,,&{[walk swim] map[swim:30 ft. walk:30 ft.]},2,,beast,/api/monsters/poisonous-snake,10,25
[0x14000c86060 0x14000c86140 0x14000c86220],unaligned,[0x1400099c060],2,7,[],16,[],[],[],,10,,5d10,42,5d10+15,,polar-bear,2,,,Polar Bear,[0x1400099c0e0],2,,&{[passive_perception] map[passive_perception:13]},Large,[0x14000c86020],&{[walk swim] map[swim:30 ft. walk:40 ft.]},20,,beast,/api/monsters/polar-bear,13,450
[0x14000c863a0],unaligned,[0x14000c86320],0.125000,7,[],13,[],[],[],,10,,2d8,11,2d8+2,,pony,2,,,Pony,[],2,,&{[passive_perception] map[passive_perception:10]},Medium,,&{[walk] map[walk:40 ft.]},15,,beast,/api/monsters/pony,11,25
[0x14000c86b20],any alignment,[0x14000c864a0],2,13,[],12,[],[],[],"Priests bring the teachings of their gods to the common folk. They are the spiritual leaders of temples and shrines and often hold positions of influence in their communities. Evil priests might work openly under a tyrant, or they might be the leaders of religious sects hidden in the shadows of good society, overseeing depraved rites.

A priest typically has one or more acolytes to help with religious ceremonies and other sacred duties.",10,,5d8,27,5d8+5,,priest,13,any two languages,,Priest,[0x14000c86540 0x14000c865c0 0x14000c86660],2,,&{[passive_perception] map[passive_perception:13]},Medium,[0x14000c86700 0x14000c86740],&{[walk] map[walk:25 ft.]},10,any race,humanoid,/api/monsters/priest,16,450
[0x14000c86ee0 0x14000c86fa0],neutral good,[0x14000c86c20],0.250000,10,[],13,[],[],[],,15,,2d4,7,2d4+2,,pseudodragon,10,understands Common and Draconic but can't speak,,Pseudodragon,[0x14000c86ca0 0x14000c86d20],2,,&{[blindsight darkvision passive_perception] map[blindsight:10 ft. darkvision:60 ft. passive_perception:13]},Tiny,[0x14000c86e00 0x14000c86e40 0x14000c86ea0],&{[walk fly] map[fly:60 ft. walk:15 ft.]},6,,dragon,/api/monsters/pseudodragon,12,50
[0x14000c872e0 0x14000c873c0 0x14000c874a0],unaligned,[0x14000c870c0],15,4,[],22,[],[],[],,7,,15d20,247,15d20+90,,purple-worm,1,,,Purple Worm,[0x14000c87140 0x14000c871c0],5,,&{[blindsight tremorsense passive_perception] map[blindsight:30 ft. passive_perception:9 tremorsense:60 ft.]},Gargantuan,[0x14000c872a0],&{[walk burrow] map[burrow:30 ft. walk:50 ft.]},28,,monstrosity,/api/monsters/purple-worm,8,13000
[0x14000c877c0 0x14000c87880 0x14000c879a0],chaotic evil,[0x14000c875a0],1,10,[0x14000c876a0],10,[poison],"[cold fire lightning bludgeoning, piercing, and slashing from nonmagical weapons]",[],,17,,3d4,7,3d4,,quasit,7,"Abyssal, Common",,Quasit,[0x14000c87600],2,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:10]},Tiny,[0x14000c87720 0x14000c87760],&{[walk] map[walk:40 ft.]},5,demon,fiend,/api/monsters/quasit,10,200
[0x14000c87b60],unaligned,[0x14000c87a20],0,2,[],9,[],[],[],"A quipper is a carnivorous fish with sharp teeth. Quippers can adapt to any aquatic environment, including cold subterranean lakes. They frequently gather in swarms; the statistics for a swarm of quippers appear later in this appendix.",16,,1d4,1,1d4-1,,quipper,1,,,Quipper,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:8]},Tiny,[0x14000c87ac0 0x14000c87b00],&{[swim] map[swim:40 ft.]},2,,beast,/api/monsters/quipper,7,10
[0x1400099c780 0x1400099c800],lawful evil,[0x14000c87c60],13,20,[],18,"[bludgeoning, piercing, and slashing from nonmagical weapons]",[],[piercing from magic weapons wielded by good creatures],,17,,13d8,110,13d8+52,,rakshasa,13,"Common, Infernal",,Rakshasa,[0x14000c87cc0 0x14000c87d40],5,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:13]},Medium,[0x14000c87e20 0x14000c87e60],&{[walk] map[walk:40 ft.]},14,,fiend,/api/monsters/rakshasa,16,10000
[0x1400099ca00],unaligned,[0x1400099c920],0,4,[],9,[],[],[],,11,,1d4,1,1d4-1,,rat,2,,,Rat,[],2,,&{[darkvision passive_perception] map[darkvision:30 ft. passive_perception:10]},Tiny,[0x1400099c9c0],&{[walk] map[walk:20 ft.]},2,,beast,/api/monsters/rat,10,10
[0x1400099cc60],unaligned,[0x1400099cb00],0,6,[],8,[],[],[],,14,,1d4,1,1d4-1,,raven,2,,,Raven,[0x1400099cb80],2,,&{[passive_perception] map[passive_perception:13]},Tiny,[0x1400099cc20],&{[walk fly] map[fly:50 ft. walk:10 ft.]},2,,beast,/api/monsters/raven,12,10
[0x1400099d140 0x1400099d2a0],chaotic evil,[0x1400099cd60],4,15,[],17,[fire],[],[],,10,,10d8,75,10d8+30,,red-dragon-wyrmling,12,Draconic,,Red Dragon Wyrmling,[0x1400099cde0 0x1400099ce60 0x1400099cf00 0x1400099cf80 0x1400099d000 0x1400099d080],2,,&{[blindsight darkvision passive_perception] map[blindsight:10 ft. darkvision:60 ft. passive_perception:14]},Medium,,&{[walk climb fly] map[climb:30 ft. fly:60 ft. walk:30 ft.]},19,,dragon,/api/monsters/red-dragon-wyrmling,11,1100
[0x1400099d640],unaligned,[0x1400099d480],0.500000,4,[],13,[],[],[],"Smaller than giant sharks and hunter sharks, reef sharks inhabit shallow waters and coral reefs, gathering in small packs to hunt. A full-grown specimen measures 6 to 10 feet long.",13,,4d8,22,4d8+4,,reef-shark,1,,,Reef Shark,[0x1400099d4e0],2,,&{[blindsight passive_perception] map[blindsight:30 ft. passive_perception:12]},Medium,[0x1400099d5a0 0x1400099d5e0],&{[swim] map[swim:40 ft.]},14,,beast,/api/monsters/reef-shark,10,100
[0x1400099d8e0 0x1400099da40],unaligned,[0x1400099d740],11,5,[],21,[cold fire],[],[],,13,,17d12,195,17d12+85,,remorhaz,4,,,Remorhaz,[],4,,&{[darkvision tremorsense passive_perception] map[darkvision:60 ft. passive_perception:10 tremorsense:60 ft.]},Huge,[0x1400099d820],&{[walk burrow] map[burrow:20 ft. walk:30 ft.]},24,,monstrosity,/api/monsters/remorhaz,10,7200
[0x1400099dba0],unaligned,[0x1400099dae0],2,6,[],15,[],[],[],,8,,6d10,45,6d10+12,,rhinoceros,2,,,Rhinoceros,[],2,,&{[passive_perception] map[passive_perception:11]},Large,[0x1400099db60],&{[walk] map[walk:40 ft.]},21,,beast,/api/monsters/rhinoceros,12,450
[0x1400099dd20],unaligned,[0x1400099dca0],0.250000,7,[],12,[],[],[],,10,,2d10,13,2d10+2,,riding-horse,2,,,Riding Horse,[],2,,&{[passive_perception] map[passive_perception:10]},Large,,&{[walk] map[walk:60 ft.]},16,,beast,/api/monsters/riding-horse,11,25
[0x140004445a0 0x140004448e0 0x14000444b20],unaligned,[0x1400099de20],11,9,[],20,[],[],[],,10,,16d20,248,16d20+80,,roc,3,,,Roc,[0x1400099dea0 0x1400099df20 0x14000444120 0x14000444260 0x140004443a0],4,,&{[passive_perception] map[passive_perception:14]},Gargantuan,[0x14000444520],&{[walk fly] map[fly:120 ft. walk:20 ft.]},28,,monstrosity,/api/monsters/roc,10,7200
[0x14000445520 0x140004458e0 0x14000445b80 0x14000445d20],neutral evil,[0x14000444e20],5,6,[],17,[],[],[],,8,,11d10,93,11d10+33,,roper,7,,,Roper,[0x14000444f00 0x14000445000],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:16]},Large,[0x14000445320 0x14000445380 0x14000445440],&{[walk climb] map[climb:10 ft. walk:10 ft.]},18,,monstrosity,/api/monsters/roper,16,1800
[0x14000456e80],unaligned,[0x14000445e60],2,1,[0x14000456000 0x140004561e0 0x140004563a0 0x140004564c0 0x14000456620 0x140004566e0 0x14000456860],10,[poison psychic],[],[],,14,,6d10,33,6d10,,rug-of-smothering,1,,,Rug of Smothering,[],2,,&{[blindsight passive_perception] map[blindsight:60 ft. (blind beyond this radius) passive_perception:6]},Large,[0x14000456a00 0x14000456bc0 0x14000456d60],&{[walk] map[walk:10 ft.]},17,,construct,/api/monsters/rug-of-smothering,3,450
[0x14000457400 0x140004576e0],unaligned,[0x14000456fe0],0.500000,6,[],13,[],[],[],,12,,5d8,27,5d8+5,,rust-monster,2,,,Rust Monster,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:11]},Medium,[0x14000457280 0x14000457300],&{[walk] map[walk:40 ft.]},13,,monstrosity,/api/monsters/rust-monster,13,100
[0x14000437980 0x14000437dc0],unaligned,[0x140004579a0],2,8,[],15,[],[],[],,14,,7d10,52,7d10+14,,saber-toothed-tiger,3,,,Saber-Toothed Tiger,[0x14000457b60 0x14000457f40],2,,&{[passive_perception] map[passive_perception:13]},Large,[0x14000436860 0x14000436d20],&{[walk] map[walk:40 ft.]},18,,beast,/api/monsters/saber-toothed-tiger,12,450
[0x14000464da0 0x14000465920 0x14000465bc0 0x140002f0140],lawful evil,[0x140004643a0],0.500000,9,[],12,[],[],[],,11,,4d8,22,4d8+4,,sahuagin,12,Sahuagin,,Sahuagin,[0x140004646e0],2,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:15]},Medium,[0x140004648a0 0x14000464960 0x14000464ba0],&{[walk swim] map[swim:40 ft. walk:30 ft.]},13,sahuagin,humanoid,/api/monsters/sahuagin,13,100
[0x140002bfc60 0x14000488fa0 0x140005139e0],neutral evil,[0x140002f1a60],5,12,[],15,[fire],"[bludgeoning, piercing, and slashing from nonmagical weapons]",[cold],,14,,12d10,90,12d10+24,,salamander,11,Ignan,,Salamander,[],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Large,[0x140002be460 0x140002bf800],&{[walk] map[walk:30 ft.]},18,,elemental,/api/monsters/salamander,10,1800
[0x1400021bd20 0x140002603c0 0x14000286aa0],chaotic neutral,[0x140001df1c0],0.500000,14,[],11,[],[],[],,16,,7d8,31,7d8,,satyr,12,"Common, Elvish, Sylvan",,Satyr,[0x140001dfde0 0x140001fcde0 0x1400021a600],2,,&{[passive_perception] map[passive_perception:12]},Medium,[0x1400021b1e0],&{[walk] map[walk:40 ft.]},12,,fey,/api/monsters/satyr,10,100
[0x140002a1720],unaligned,[0x140002a0a40],0,2,[],8,[],[],[],,11,,1d4,1,1d4-1,,scorpion,1,,,Scorpion,[],2,,&{[blindsight passive_perception] map[blindsight:10 ft. passive_perception:9]},Tiny,,&{[walk] map[walk:10 ft.]},2,,beast,/api/monsters/scorpion,8,10
[0x14000328980 0x14000329d20 0x14000348760],any alignment,[0x140003125e0],0.500000,11,[],12,[],[],[],"Scouts are skilled hunters and trackers who offer their services for a fee. Most hunt wild game, but a few work as bounty hunters, serve as guides, or provide military reconnaissance.",14,,3d8,16,3d8+3,,scout,11,any one language (usually Common),,Scout,[0x14000312f60 0x14000313460 0x14000313c40 0x14000328080],2,,&{[passive_perception] map[passive_perception:15]},Medium,[0x140003286a0],&{[walk] map[walk:30 ft.]},11,any race,humanoid,/api/monsters/scout,13,100
[0x14000366540 0x140003671e0 0x14000367de0],chaotic evil,[0x14000349480],2,13,[],16,[],[],[],,13,,7d8,52,7d8+21,,sea-hag,12,"Aquan, Common, Giant",,Sea Hag,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:11]},Medium,[0x14000349cc0 0x14000349e60],&{[walk swim] map[swim:40 ft. walk:30 ft.]},16,,fey,/api/monsters/sea-hag,12,450
,unaligned,[0x1400038e340],0,2,[],8,[],[],[],,12,,1d4,1,1d4-1,,sea-horse,1,,,Sea Horse,[],2,,&{[passive_perception] map[passive_perception:10]},Tiny,[0x1400038e880],&{[swim] map[swim:20 ft.]},1,,beast,/api/monsters/sea-horse,10,0
[0x140003abc80],chaotic evil,[0x1400038ece0],0.500000,8,[0x1400038fc40 0x140003aa000 0x140003aa280 0x140003aa4e0 0x140003aa8e0 0x140003aaa20 0x140003aacc0 0x140003aae00],13,[necrotic poison],"[acid cold fire lightning thunder bludgeoning, piercing, and slashing from nonmagical weapons]",[radiant],,14,,3d8,16,3d8+3,,shadow,6,,,Shadow,[0x1400038f4a0],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Medium,[0x140003ab420 0x140003ab720 0x140003ab9e0],&{[walk] map[walk:40 ft.]},6,,undead,/api/monsters/shadow,10,100
[0x1400040de40 0x140004244a0 0x14000424a00],unaligned,[0x1400040c360],5,5,[0x1400040d040 0x1400040d320 0x1400040d840],16,[lightning],[cold fire],[],,8,,16d10,136,16d10+48,,shambling-mound,5,,,Shambling Mound,[0x1400040c860],3,,&{[blindsight passive_perception] map[blindsight:60 ft. (blind beyond this radius) passive_perception:10]},Large,[0x1400040dd00],&{[walk swim] map[swim:20 ft. walk:20 ft.]},18,,plant,/api/monsters/shambling-mound,10,1800
[0x14000478240 0x14000478400],unaligned,[0x140004250a0],7,3,[0x14000425460 0x14000425600 0x14000425840 0x140004259e0 0x14000425b60],18,[poison],[],[],,8,,15d10,142,15d10+60,,shield-guardian,7,understands commands given in any language but can't speak,,Shield Guardian,[],3,[0x14000478740],&{[blindsight darkvision passive_perception] map[blindsight:10 ft. darkvision:60 ft. passive_perception:10]},Large,[0x14000478000 0x140004780c0 0x140004781c0],&{[walk] map[walk:30 ft.]},18,,construct,/api/monsters/shield-guardian,10,2900
,unaligned,[0x14000478980],0,1,[0x14000478ba0 0x14000478c60 0x14000478d40],10,[],[],[],,1,,3d8,13,3d8,,shrieker,1,,,Shrieker,[],2,[0x14000478fe0],&{[blindsight passive_perception] map[blindsight:30 ft. (blind beyond this radius) passive_perception:6]},Medium,[0x14000478f40],&{[walk] map[walk:0 ft.]},1,,plant,/api/monsters/shrieker,3,10
[0x14000479ca0 0x14000479f00],lawful good,[0x14000479160],2,15,[],17,[cold],[],[],,10,,6d8,45,6d8+18,,silver-dragon-wyrmling,12,Draconic,,Silver Dragon Wyrmling,[0x140004792a0 0x140004793e0 0x14000479620 0x14000479760 0x140004799a0 0x14000479ae0],2,,&{[blindsight darkvision passive_perception] map[blindsight:10 ft. darkvision:60 ft. passive_perception:14]},Medium,,&{[walk fly] map[fly:60 ft. walk:30 ft.]},19,,dragon,/api/monsters/silver-dragon-wyrmling,11,450
[0x140007ff180 0x140007ff4a0],lawful evil,[0x140007fec20],0.250000,5,[0x140007fed20 0x140007fede0],15,[poison],[],[bludgeoning],,14,,2d8,13,2d8+4,,skeleton,6,understands all languages it spoke in life but can't speak,,Skeleton,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:9]},Medium,,&{[walk] map[walk:30 ft.]},10,,undead,/api/monsters/skeleton,8,50
[0x14000811880 0x14000811a20 0x14000811de0 0x140008284c0 0x14000828540],lawful good,[0x140007ff940],21,30,[0x14000810400 0x14000810480 0x140008105a0 0x14000810620],26,[necrotic poison],"[radiant bludgeoning, piercing, and slashing from nonmagical weapons]",[],,22,,18d10,243,18d10+144,,solar,25,"all, telepathy 120 ft.",[0x14000828760 0x14000828800 0x14000829040],Solar,[0x140007ffb20 0x140007ffc00 0x140007ffde0 0x14000810040],7,,&{[truesight passive_perception] map[passive_perception:24 truesight:120 ft.]},Large,[0x14000810800 0x140008108a0 0x140008109a0 0x14000811760],&{[walk fly] map[fly:150 ft. walk:50 ft.]},26,,celestial,/api/monsters/solar,25,33000
[0x14000829ee0],chaotic evil,[0x140008293c0],1,11,[0x14000829600 0x14000829680 0x140008297e0 0x14000829860 0x14000829900 0x14000829960 0x140008299e0 0x14000829aa0 0x14000829be0],11,[necrotic poison],"[acid cold fire lightning thunder bludgeoning, piercing, and slashing from nonmagical weapons]",[],,14,,5d8,22,5d8,,specter,10,understands all languages it knew in life but can't speak,,Specter,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Medium,[0x14000829d80 0x14000829e00],&{[walk fly hover] map[fly:50 ft. hover:true walk:0 ft.]},1,,undead,/api/monsters/specter,10,200
[0x14000844a60],unaligned,[0x140008442e0],0,2,[],8,[],[],[],,14,,1d4,1,1d4-1,,spider,1,,,Spider,[0x140008444e0],2,,&{[darkvision passive_perception] map[darkvision:30 ft. passive_perception:12]},Tiny,[0x14000844720 0x14000844780 0x14000844940],&{[walk climb] map[climb:20 ft. walk:20 ft.]},2,,beast,/api/monsters/spider,10,10
[0x14000856360],chaotic evil,[0x14000844dc0],8,16,[0x14000845320 0x140008453a0],14,[poison],[],[],,17,,10d10,75,10d10+20,,spirit-naga,16,"Abyssal, Common",,Spirit Naga,[0x14000844e80 0x14000844fc0 0x14000845140 0x14000845220],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:12]},Large,[0x140008454e0 0x14000845560],&{[walk] map[walk:40 ft.]},18,,monstrosity,/api/monsters/spirit-naga,15,3900
[0x14000856d80 0x14000856fa0 0x14000857280 0x14000857460],neutral good,[0x14000856700],0.250000,11,[],10,[],[],[],,18,,1d4,2,1d4,,sprite,14,"Common, Elvish, Sylvan",,Sprite,[0x14000856960 0x14000856b20],2,,&{[passive_perception] map[passive_perception:13]},Tiny,,&{[walk fly] map[fly:40 ft. walk:10 ft.]},3,,fey,/api/monsters/sprite,13,50
[0x14000876100 0x14000876320 0x14000876680],any alignment,[0x14000857540],1,16,[],10,[],[],[],"Rulers, nobles, merchants, guildmasters, and other wealthy individuals use spies to gain the upper hand in a world of cutthroat politics. A spy is trained to secretly gather information. Loyal spies would rather die than divulge information that could compromise them or their employers.",15,,6d8,27,6d8,,spy,12,any two languages,,Spy,[0x14000857600 0x14000857700 0x14000857840 0x14000857980 0x14000857bc0 0x14000857d00],2,,&{[passive_perception] map[passive_perception:16]},Medium,[0x14000857ec0 0x14000876040],&{[walk] map[walk:30 ft.]},10,any race,humanoid,/api/monsters/spy,14,200
[0x14000877820 0x14000877c20],neutral evil,[0x14000876a80],0.250000,12,[0x14000876c40],10,[fire poison],[],[],,11,,6d6,21,6d6,,steam-mephit,11,"Aquan, Ignan",,Steam Mephit,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Small,[0x14000876e20 0x14000877220],&{[walk fly] map[fly:30 ft. walk:30 ft.]},5,,elemental,/api/monsters/steam-mephit,10,50
[0x1400089e640],unaligned,[0x1400089e340],0.125000,6,[],11,[],[],[],,16,,1d4,2,1d4,,stirge,2,,,Stirge,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:9]},Tiny,,&{[walk fly] map[fly:40 ft. walk:10 ft.]},4,,beast,/api/monsters/stirge,8,25
[0x1400089f720 0x1400089f9c0 0x1400089fc20],neutral,[0x1400089e960],7,9,[],20,[],[],[],,15,,11d12,126,11d12+55,,stone-giant,10,Giant,,Stone Giant,[0x1400089ea40 0x1400089ec20 0x1400089eee0 0x1400089f120 0x1400089f360],3,[0x1400089fe60],&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:14]},Huge,[0x1400089f660],&{[walk] map[walk:40 ft.]},23,,giant,/api/monsters/stone-giant,12,2900
[0x140008d2860 0x140008d2960 0x140008d2b20],unaligned,[0x140008d2000],10,1,[0x140008d21c0 0x140008d22a0 0x140008d23e0 0x140008d2460 0x140008d24c0 0x140008d2540],20,"[poison psychic bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine]",[],[],,9,,17d10,178,17d10+85,,stone-golem,3,understands the languages of its creator but can't speak,,Stone Golem,[],4,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:10]},Large,[0x140008d26e0 0x140008d2740 0x140008d27e0],&{[walk] map[walk:30 ft.]},22,,construct,/api/monsters/stone-golem,11,5900
[0x140008f4b60 0x140008f4e20 0x140008f52a0 0x140008f54e0],chaotic good,[0x140008d2e40],13,18,[],20,[lightning thunder],[cold],[],,14,,20d12,230,20d12+100,,storm-giant,16,"Common, Giant",,Storm Giant,[0x140008d3000 0x140008d3240 0x140008d33e0 0x140008d3540 0x140008d3660 0x140008d37a0 0x140008d3960 0x140008d3b00],5,,&{[passive_perception] map[passive_perception:19]},Huge,[0x140008d3ce0 0x140008d3d80],&{[walk swim] map[swim:50 ft. walk:50 ft.]},29,,giant,/api/monsters/storm-giant,18,10000
[0x14000924880 0x14000924b80 0x14000924e20 0x14000be0000],neutral evil,[0x140008f5b40],4,20,[],13,[],"[cold fire lightning poison bludgeoning, piercing, and slashing from nonmagical weapons]",[],,17,,12d8,66,12d8+12,,succubus-incubus,15,"Abyssal, Common, Infernal, telepathy 60 ft.",,Succubus/Incubus,[0x140008f5d40 0x140008f5e60 0x14000924140 0x140009242a0 0x14000924380],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:15]},Medium,[0x14000924620 0x140009246e0],&{[walk fly] map[fly:60 ft. walk:30 ft.]},8,shapechanger,fiend,/api/monsters/succubus-incubus,12,1100
[0x14000be0460],unaligned,[0x14000be0080],0.250000,4,[0x14000be0120 0x14000be0160 0x14000be01c0 0x14000be0200 0x14000be0240 0x14000be0280 0x14000be02c0 0x14000be0300],10,[],[bludgeoning piercing slashing],[],,15,,5d8,22,5d8,,swarm-of-bats,2,,,Swarm of Bats,[],2,,&{[blindsight passive_perception] map[blindsight:60 ft. passive_perception:11]},Medium,[0x14000be0380 0x14000be03c0 0x14000be0420],&{[walk fly] map[fly:30 ft. walk:0 ft.]},5,,swarm of Tiny beasts,/api/monsters/swarm-of-bats,12,50
[0x14000be08a0],unaligned,[0x14000be0560],0.500000,1,[0x14000be0600 0x14000be0640 0x14000be06a0 0x14000be06e0 0x14000be0720 0x14000be0760 0x14000be07a0 0x14000be07e0],10,[],[bludgeoning piercing slashing],[],,13,,5d8,22,5d8,,swarm-of-beetles,1,,,Swarm of Beetles,[],2,,&{[blindsight passive_perception] map[blindsight:10 ft. passive_perception:8]},Medium,[0x14000be0860],&{[walk burrow climb] map[burrow:5 ft. climb:20 ft. walk:20 ft.]},3,,swarm of Tiny beasts,/api/monsters/swarm-of-beetles,7,100
[0x14000be0ce0],unaligned,[0x14000be09a0],0.500000,1,[0x14000be0a40 0x14000be0a80 0x14000be0ae0 0x14000be0b20 0x14000be0b60 0x14000be0ba0 0x14000be0be0 0x14000be0c20],10,[],[bludgeoning piercing slashing],[],,13,,5d8,22,5d8,,swarm-of-centipedes,1,,,Swarm of Centipedes,[],2,,&{[blindsight passive_perception] map[blindsight:10 ft. passive_perception:8]},Medium,[0x14000be0ca0],&{[walk climb] map[climb:20 ft. walk:20 ft.]},3,,swarm of Tiny beasts,/api/monsters/swarm-of-centipedes,7,100
[0x14000be1120],unaligned,[0x14000be0de0],0.500000,1,[0x14000be0e80 0x14000be0ec0 0x14000be0f20 0x14000be0f60 0x14000be0fa0 0x14000be0fe0 0x14000be1020 0x14000be1060],10,[],[bludgeoning piercing slashing],[],,13,,5d8,22,5d8,,swarm-of-insects,1,,,Swarm of Insects,[],2,,&{[blindsight passive_perception] map[blindsight:10 ft. passive_perception:8]},Medium,[0x14000be10e0],&{[walk climb] map[climb:20 ft. walk:20 ft.]},3,,swarm of Tiny beasts,/api/monsters/swarm-of-insects,7,100
[0x14000be1560],unaligned,[0x14000be1220],2,3,[0x14000be12c0 0x14000be1300 0x14000be1360 0x14000be13a0 0x14000be13e0 0x14000be1420 0x14000be1460 0x14000be14a0],11,[],[bludgeoning piercing slashing],[],,18,,8d8,36,8d8,,swarm-of-poisonous-snakes,1,,,Swarm of Poisonous Snakes,[],2,,&{[blindsight passive_perception] map[blindsight:10 ft. passive_perception:10]},Medium,[0x14000be1520],&{[walk swim] map[swim:30 ft. walk:30 ft.]},8,,swarm of Tiny beasts,/api/monsters/swarm-of-poisonous-snakes,10,450
[0x14000be1a40],unaligned,[0x14000be1660],1,2,[0x14000be1700 0x14000be1740 0x14000be17a0 0x14000be17e0 0x14000be1820 0x14000be1860 0x14000be18a0 0x14000be18e0],9,[],[bludgeoning piercing slashing],[],,16,,8d8,28,8d8-8,,swarm-of-quippers,1,,,Swarm of Quippers,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:8]},Medium,[0x14000be1960 0x14000be19a0 0x14000be1a00],&{[walk swim] map[swim:40 ft. walk:0 ft.]},13,,swarm of Tiny beasts,/api/monsters/swarm-of-quippers,7,200
[0x14000be1ec0],unaligned,[0x14000be1b40],0.250000,3,[0x14000be1bc0 0x14000be1c00 0x14000be1c60 0x14000be1ca0 0x14000be1ce0 0x14000be1d20 0x14000be1d60 0x14000be1da0],9,[],[bludgeoning piercing slashing],[],,11,,7d8,24,7d8-7,,swarm-of-rats,2,,,Swarm of Rats,[],2,,&{[darkvision passive_perception] map[darkvision:30 ft. passive_perception:10]},Medium,[0x14000be1e20 0x14000be1e60],&{[walk] map[walk:30 ft.]},9,,swarm of Tiny beasts,/api/monsters/swarm-of-rats,10,50
[0x14000bf0360],unaligned,[0x14000bf0040],0.250000,6,[0x14000bf00e0 0x14000bf0120 0x14000bf0180 0x14000bf01c0 0x14000bf0200 0x14000bf0240 0x14000bf0280 0x14000bf02c0],8,[],[bludgeoning piercing slashing],[],,14,,7d8,24,7d8-7,,swarm-of-ravens,3,,,Swarm of Ravens,[],2,,&{[passive_perception] map[passive_perception:15]},Medium,[0x14000bf0320],&{[walk fly] map[fly:50 ft. walk:10 ft.]},6,,swarm of Tiny beasts,/api/monsters/swarm-of-ravens,12,50
[0x14000bf0840],unaligned,[0x14000bf0460],0.500000,1,[0x14000bf0500 0x14000bf0540 0x14000bf05a0 0x14000bf05e0 0x14000bf0620 0x14000bf0660 0x14000bf06a0],10,[],[bludgeoning piercing slashing],[],,13,,5d8,22,5d8,,swarm-of-spiders,1,,,Swarm of Spiders,[],2,,&{[blindsight passive_perception] map[blindsight:10 ft. passive_perception:8]},Medium,[0x14000bf0720 0x14000bf0760 0x14000bf07c0 0x14000bf0800],&{[walk climb] map[climb:20 ft. walk:20 ft.]},3,,swarm of Tiny beasts,/api/monsters/swarm-of-spiders,7,100
